"project_id","address","city","state_code","country_code","zip"
1167583,"711 S Dearborn St",Chicago,IL,US,"60605"
1167592,"260 E Chestnut St",Chicago,IL,US,"60611"
1167619,E 106th St,Chicago,IL,US,"60617"
1167655,"830 S Wood St",Chicago,IL,US,"60612"
1167662,"100 College Dr",Kankakee,IL,US,"60901"
1167667,"1454 W Superior St",Chicago,IL,US,"60642"
1167698,"55 W Monroe St",Chicago,IL,US,"60603"
1167704,"21 E Bellevue Place",Chicago,IL,US,"60611"
1167732,"3309 N Seminary Ave",Chicago,IL,US,"60657"
1167739,"970 Maison St",Oak Park,IL,US,"60302"
1167750,"317 N New Jersey St",Indianapolis,IN,US,"46204"
1167968,"5 West Central Rd",Mount Prospect,IL,US,"60056"
1168084,"201 W. Madison Street",Chicago,IL,US,"60606"
1168103,"284 Lies Road East",Carol Stream,IL,US,"60188"
1168119,"401 N Wabash",Chicago,IL,US,"60611"
1168281,"113 -125 N Green St",Chicago,IL,US,"60607"
1168377,"511 Woodward Ave",Detroit,MI,US,"48226"
1168379,"650 Dr John Burkey Dr",Algonquin,IL,US,"60102"
1168380,"162 E Ohio St",Chicago,IL,US,"60611"
1168381,"8401 S Saginaw Ave",Chicago,IL,US,"60617"
1168835,"3950 N LSD",Chicago,IL,US,"60613"
1168841,"104 S Michigan",Chicago,IL,US,"60603"
1168844,"1 E Schiller",Chicago,IL,US,"60610"
1168849,"1365 N Dearborn St",Chicago,IL,US,"60610"
1168854,"5136 S Blackstone",Chicago,IL,US,"60615"
1168856,"642 S Clark St",Chicago,IL,US,"60605"
1168903,"3150 N Lake Shore Drive",Chicago,IL,US,"60657"
1168908,"200 N Dearbon St",Chicago,IL,US,"60610"
1168923,"1324 W Concord Place",Chicago,IL,US,"60642"
1168942,"20 E Ceder",Chicago,IL,US,"60611"
1168951,"805 S Morgan St",Chicago,IL,US,"60607"
1169116,"1010 N. Noble",Chicago,IL,US,"60642"
1169122,"8748 S. Aberdeen",Chicago,IL,US,"60620"
1169125,"1551 N Kedzie",Chicago,IL,US,"60651"
1169129,"3039 East 91st St",Chicago,IL,US,"60617"
1169138,"11221 S. Michigan",Chicago,IL,US,"60628"
1169149,"202 S State St",Chicago,IL,US,"60604"
1169173,"4000 W Diversey",Chicago,IL,US,"60647"
1169175,"1250 N Dearborn",Chicago,IL,US,"60610"
1169204,"1424 N Dearborn",Chicago,IL,US,"60610"
1169209,"25W253 Warrenville Rd",Wheaton,IL,US,"60189"
1169212,"100 N LaSalle",Chicago,IL,US,"60602"
1169217,"1700 Chapel Dr.",Valparaiso,IN,US,"46383"
1169220,"1700 Chapel Dr",Valparaiso,IN,US,"46383"
1169225,"1926 W Harrison",Chicago,IL,US,"60612"
1169234,"1301 N Astor St",Chicago,IL,US,"60610"
1169248,"301 E North Water St",Chicago,IL,US,"60611"
1169254,"201 W Capitol Ave.",Jefferson City,MO,US,"65101"
1169260,"850 N Meridian",Indianapolis,IN,US,"46204"
1169267,"6793 S South Chicago",Chicago,IL,US,"60637"
1169276,"161 E Chicago Ave",Chicago,IL,US,"60611"
1169278,"2603 Sheridan Rd",Evanston,IL,US,"60201"
1169301,"525 W Van Buren",Chicago,IL,US,"60607"
1169310,"322 E Illinois",Chicago,IL,US,"60601"
1169315,"30 E Huron",Chicago,IL,US,"60611"
1169337,"1551 N Kedzie",Chicago,IL,US,"60651"
1169365,"1775 Dempster",Park Ridge,IL,US,"60068"
1169368,"315 S Peoria",Chicago,IL,US,"60607"
1169377,"59 E Van Buren",Chicago,IL,US,"60605"
1169381,"11111 S Saint Lawrence",Chicago,IL,US,"60628"
1169383,"5811 S Ellis",Chicago,IL,US,"60637"
1169385,"804 W Belden Ave",Chicago,IL,US,"60614"
1169663,"123",chicago,,US,"696969"
1169791,"1635 S Ashland",Des Plaines,IL,US,"60016"
1169829,Bartlett Dining Commons,Chicago,IL,US,"60637"
1170740,"160 N Wacker",Chicago,IL,US,"60606"
1170789,"8 E Randolph Street",Chicago,IL,US,"60611"
1170871,"123 Ball Lane",Chicago,IL,US,"60609"
1170943,"1616 S Avers Ave",Chicago,IL,US,"60623"
1171201,"3650 W School Street",Chicago,IL,US,"60618"
1171223,"1801 W Roscoe",Chicago,IL,US,"60657"
1171506,"303 E Wacker Drive",Chicago,IL,US,"60601"
1171565,"3470 North Lake Shore Drive",Chicago,IL,US,"60657"
1171974,"1000 Lake Cook Rd.",Glencoe,IL,US,"60022"
1172268,"304 South Main Street",South Bend,IN,US,"46601"
1172495,"123 Main St.",Chicago,IL,US,"60622"
1172514,"834 Lake Street",Oak Park,IL,US,"60301"
1172561,"1 N. Meridian St.",Indianapolis,IN,US,"46204"
1172626,"76 East Monroe Street ",Chicago ,IL,US,"60603"
1172641,"900 W Fulton Market",Chicago,IL,US,"60607"
1172647,"1 N Meridian",Indianapolis,IN,US,"46204"
1172653,"15500 S Wood St",Harvey,IL,US,"60426"
1172658,"5801 S Ellis Ave.",Chicago,IL,US,"60637"
1172668,"11030 S. Langley Ave.",Chicago,IL,US,"60628"
1172746,"130 E Randolph St",Chicago,IL,US,"60601"
1172861,"76 E Monroe St",Chicago,IL,US,"60603"
1173078,"2 E. Main St.",St. Charles,IL,US,"60174"
1173229,"76 East Monroe St",Chicago,IL,US,"60603"
1173519,"2815 Jorie Blvd.",Oak Brook,IL,US,"60523"
1173533,"3270 N Lake Shore Drive",Chicago,IL,US,"60657"
1173657,"10810 S Avenue H",Chicago,IL,US,"60617"
1173809,"6631 N. Bosworth Ave",Chicago,IL,US,"60626"
1173896,"2040 W 62nd St",Chicago,IL,US,"60636"
1173938,"8040 S. Kostner Ave",Chicago,IL,US,"60652"
1174013,"76 E Monroe",Chicago,IL,US,"60603"
1174014,"13231 S Burley Ave",Chicago,IL,US,"60633"
1174025,"3418 N. Osceola Ave.",Chicago,IL,US,"60634"
1174189,"1100 Campus Drive S",Valparaiso,IN,US,"46383"
1174653,"5733 N. Sheridan Rd.",Chicago,IL,US,"60660"
1175015,"1448 N Lake Shore Dr.",Chicago,IL,US,"60610"
1175307,"8546 S. Cregier Ave",Chicago,IL,US,"60617"
1175333,"4303 W. 84th St",Chicago,IL,US,"60652"
1175352,"5042 S. Artesian Ave",Chicago,IL,US,"60632"
1175752,"6901 S. Fairfield",Chicago,IL,US,"60629"
1176910,"1032 W Sheridan",Chicago,IL,US,"60660"
1177114,"1130 W Monroe St",Chicago,IL,US,"60607"
1177594,"1531 N. Kingsbury",Chicago,IL,US,"60642"
1177765,"945 Bemis Rd.",Glen Ellyn,IL,US,"60137"
1177779,"600 S. Federal St.",Chicago,IL,US,"60605"
1177789,"1200 W. Algonquin Rd.",Palatine,IL,US,"60067"
1178536,"220 East Illinois",Chicago,IL,US,"60611"
1178772,"123 street",chicago,,US,"60606"
1178971,"2247 N Halsted",Chicago,IL,US,"60614"
1179049,"1755 W Armitage",Chicago,IL,US,"60622"
1180307,"1001 Broadway",Nashville,TN,US,"37203"
1180870,"2330 North Halsted St Chicago, IL 60614",Chicago,IL,US,"60614"
1180913,"3150 North Sheridan Road",Chicago,IL,US,"60657"
1180921,"1 Bloomingdale Place",Bloomingdale,IL,US,"60108"
1180977,"4953 Oakton St",Evanston,IL,US,"60077"
1180985,"5225 N Kenmore",Chicago,IL,US,"60640"
1181486,"415 Summer Street",Boston,MA,US,"02210"
1181733,"2920 N Commonwealth Ave",Chicago,IL,US,"60614"
1182209,"3300 North Campbell Avenue",Chicago,IL,US,"60618"
1183078,"9212 Stony Island Ave.",Chicago,IL,US,"60617"
1183472,"5100 N. River Rd.",Schiller Park,IL,US,"60176"
1183529,"1 N LaSalle",Chicago,IL,US,"60602"
1183532,"1","1",IL,US,"1"
1183978,"5733 N Sheridan Road",Chicago,IL,US,"60660"
1185151,"1755 West Armitage Avenue",Chicago,IL,US,"60622"
1185288,"5210 S. Harper Avenue",Chicago,IL,US,"60615"
1186315,"900 W. Foster",Chicago,IL,US,"60640"
1186599,"410 N Michigan Ave",Chicago,IL,US,"60611"
1187142,"123",Chicago,,US,"60654"
1187820,"1212",Chiacgo,IL,US,"60451"
1187826,"1234 Your Way",ChiTown,,US,"60606"
1189866,"1755 West Armitage Avenue",Chicago,IL,US,"60622"
1189873,"1201 West Washington",Chicago,IL,US,"60607"
1189879,"1000 W Fulton Market",Chicago,IL,US,"60607"
1190813,"1932 Burling",Chicago,IL,US,"60614"
1190841,"400 Michigan ave",Chicago,IL,US,"60611"
1191041,"3440 South Dearborn",Chicago,IL,US,"60616"
1191078,"455 North Cityfront Plaza",Chicago,IL,US,"60611"
1191166,"765 W Adams",Chicago,,US,"60661"
1191232,"1755 West Armitage Avenue",Chicago,IL,US,"60622"
1191263,"636 Raymond Drive",Naperville,IL,US,"60563"
1192176,"1430 Rhode Island NW",Washington DC,,US,"20005"
1192201,"1155 14th Street NW","Washington, DC",,US,"20005"
1192384,"1932 N. Burling St",Chicago,IL,US,"60614"
1192472,"1020 West Sheridan Rd",Chicago,,US,"60660"
1192484,"1032 West Sheridan Rd",Chicago,IL,US,"60660"
1192519,"160 N. LaSalle",Chicago,IL,US,"60601"
1193600,"20 N. Clark Street",Chicago,IL,US,"60602"
1194015,"111 E Pearson St.",Chicago,IL,US,"60611"
1194370,"67 W Michigan Ave",Battle Creek,MI,US,"49017"
1194500,"720 E. Butterfield Rd.",Lombard,IL,US,"60148"
1195369,"3555 N Broadway",Chicago,IL,US,"60657"
1195664,"1234 Bearnose Lane",Chicago,IL,US,"60622"
1196928,"15 W College Dr",Arlington Heights,IL,US,"60004"
1197980,"2800 Country Club Dr.",Olympia Fields,IL,US,"60461"
1199364,"2701 Patriot Boulevard",Glenview,IL,US,"60026"
1199627,"1401 Commerce St.",Dallas,TX,US,"75201"
1199830,"1130 S Michigan",Chicago,IL,US,"60605"
1199849,"6154 S Woodlawn Ave",Chicago,IL,US,"60637"
1199991,"4901 Searle Pkwy",Skokie,IL,US,"60077"
1202676,"410 South Morgan",Chicago,IL,US,"60607"
1202705,"455 Cityfront Plaza Dr.",Chicago,,US,"60611"
1202730,"110 N Wacker",Chicago,IL,US,"60606"
1202981,"2148 N Long Ave",Chicago,IL,US,"60639"
1203070,"10041 S Union Ave",Chicago,IL,US,"60628"
1203085,"10309 S Morgan st",Chicago,IL,US,"60643"
1203610,"3 Lakefront Trail",Chicago,IL,US,"60611"
1203614,"4134 S Halsted  St.",Chicago,IL,US,"60609"
1203998,"195 E. Delaware Place",Chicago,IL,US,"60611"
1204835,"71 S Wacker Dr.",Chicago,IL,US,"60606"
1205078,"1600 S Wabash",Chicago,IL,US,"60616"
1205825,"71 South Wacker",Chicago,,US,"60606"
1206961,"2111 W. Roosevelt Rd.",Chicago,,US,"60608"
1210452,"325 Tudor Court",Glencoe,IL,US,"60022"
1211384,"4600 Sunset Ave.",Indianapolis,IN,US,"46208"
1211968,"455 Cityfront Plaza Dr",Chicago,IL,US,"60611"
1212332,"410 Morgan St",Chicago,IL,US,"60607"
1212733,"1300 North Eddy Street",Notre Dame,IN,US,"46556"
1213307,"1755 W ARMITAGE AVE",CHICAGO,IL,US,"60622"
1213697,"511 Woodward Avenue",Detroit,MI,US,"48226"
1214901,"9960 W 143rd Street",Orland Park,IL,US,"60462"
1214924,"14855 West Ave",Orland Park,IL,US,"60462"
1214929,"14855 West Ave",Orland Park,,US,"60462"
1217314,"2500 N. Mayfair Road",Wauwatosa,WI,US,"53226"
1217323,"260 West Madison Street",Oak Park,IL,US,"60302"
1218739,"101 N New Jersey St",Indianapolis,,US,"46204"
1218774,"1501 Central St.",Evanston,,US,"60201"
1219228,"901 Center Street",Elgin,IL,US,"60120"
1219301,"1225 West Lake Street",Melrose Park,IL,US,"60160"
1219521,"3100 N Sheridan Rd.",Chicago,IL,US,"60657"
1220489,Two Mid America Plaza,Oakbrook Terrace,IL,US,"60181"
1220954,"901 Center Stree",Elgin,IL,US,"60120"
1221573,"270 E Pearson",Chicago,IL,US,"60611"
1223042,"5736 S Woodlawn",Chicago,IL,US,"60637"
1223628,"123 Test",Chicago,IL,US,"60622"
1223757,"9700 S. Cass Avenue",Lemont,,US,"60439"
1224202,"929 East 57th Street",Chicago,IL,US,"60637"
1224273,"929 E 57th St",Chicago,IL,US,"60637"
1225051,"5657 S. Ellis Ave",Chicago,IL,US,"60637"
1226044,"1640 N. Maple",Evanston,IL,US,"60201"
1226224,"3033 N. Sheridan",Chicago,IL,US,"60657"
1226593,"2042 N. Clark",Chicago,IL,US,"60614"
1226600,"30 E. Huron",Chicago,IL,US,"60611"
1226662,"220 N. Senate Avenue",Indianapolis,,US,"46202"
1227873,"2626 N Lakeview Ave.",Chicago,IL,US,"60614"
1227998,"611 Randolph Street",Oak Park,IL,US,"60302"
1228000,"2225 Ogden Ave",Lisle,IL,US,"60532"
1228073,"95 Symphony Way",Elgin,,US,"60120"
1228286,"1337 Fargo Ave",Chicago,IL,US,"60626"
1228831,"1020 W Sheridan Rd",Chicago,IL,US,"60660"
1228939,"1410 Museum Campus Drive",Chicago,IL,US,"60605"
1228941,"1410 Museum Campus Drive",Chicago,IL,US,"60605"
1229004,"1410 Museum Campus Drive",Chicago,IL,US,"60605"
1229690,"1755 West Armitage Avenue",Chicago,IL,US,"60622"
1229735,"1660 N. LaSalle",Chicago,,US,"60614"
1229753,"1580 Sherman Ave.",Evanston,IL,US,"60201"
1230045,"1225 W Lake Street",Melrose Park,IL,US,"60160"
1230211,"81 East Van Buren",Chicago,,US,"60605"
1230413,"550 W. Randolph St.",Chicago,IL,US,"60661"
1230810,"600 W. Chicago Avenue",Chicago,IL,US,"60654"
1231449,"209 E Lake Shore Dr.",Chicago,IL,US,"60611"
1231479,N. Clark & W. Wacker Dr.,Chicago,,US,"60601"
1232145,"940 East 57th Street",Chicago,IL,US,"60637"
1232150,"2300/2301 Oakmont Way",Darien,,US,"60561"
1232162,"5735 South Ellis Avenue",Chicago,IL,US,"60637"
1232646,"225 S. Canal St.",Chicago,IL,US,"60606"
1232718,"804 W Belden Ave",Chicago,IL,US,"60614"
1233011,"1660 N. LaSalle Dr.",Chicago,IL,US,"60614"
1233287,"8808 Columbia Avenue",Munster,,US,"46321"
1233982,"2300 N Lincoln Park West",Chicago,IL,US,"60614"
1234166,"250 6th Street East",Saint Paul,MN,US,"55101"
1234811,"616 W. Fulton St.",Chicago,IL,US,"60661"
1234905,"1735 N Ashland Ave",Chicago,IL,US,"60622"
1235218,"220 E. Illinois Street",Chicago,,US,"60611"
1235608,"89 Broad Street",Boston,MA,US,"02110"
1238187,"3033 N. Sheridan",Chicago,IL,US,"60657"
1240785,"209 E Lake Shore Dr.",Chicago,IL,US,"60601"
1241928,"4540 W Belmont",Chicago,IL,US,"60641"
1242132,"53 W. Jackson Blvd",Chicago,IL,US,"60604"
1242603,"71 East Wacker Drive",Chicago,IL,US,"60601"
1242638,"1755 West Armitage Aveune",Chicago,IL,US,"60622"
1243251,"1755 E 55th St",Chicago,IL,US,"60615"
1243377,"2651 S Central Park Ave",Chicago,IL,US,"60623"
1243476,"5530 South Shore","Chicago, IL",IL,US,"60637"
1243826,"1755 West Armitage Avenue",Chicago,IL,US,"60622"
1243916,"255 E. Illinois Rd.",Lake Forest,,US,"60045"
1245575,"8440 Sunset Blvd.,",Hollywood,CA,US,"90069"
1247539,"1755 East 55th Street",Chicago,IL,US,"60615"
1247587,"2150 Bouterse St",Park Ridge,IL,US,"60068"
1248034,"183 W. Monroe Street",Chicago,IL,US,"60606"
1248157,"909 Davis St.",Evanston,IL,US,"60201"
1248841,"1717 31st St.",Oak Brook,IL,US,"60523"
1248888,"425 Summer Street",Boston,MA,US,"02210"
1248965,"2145 Sheridan Rd.",Evanston,IL,US,"60208"
1249524,"5801 S Ellis Ave",CHICAGO,IL,US,"60637"
1249717,"1580 Sherman Ave",Evanston,IL,US,"60614"
1251112,"501 N. Sunrise Drive",Bloomington,IN,US,"47406"
1252257,"2100 Pfingsten Road",Glenview,IL,US,"60026"
1252873,"8401 S Saginaw Ave.",Chicago,IL,US,"60617"
1252990,"120 N. County Street",Waukegan,,US,"60085"
1253063,"1755 West Armitage",Chicago,IL,US,"60657"
1253247,"222 S. Riverside Plaza ",Chicago,IL,US,"60606"
1254212,"1130 S. Michigan Ave",Chicago,IL,US,"60654"
1254322,"410 N Michigan Ave",Chicago,IL,US,"60611"
1254428,"1006 S Michigan Ave.",Chicago,IL,US,"60605"
1255507,"1555 N. Sandburg Terrace",Chicago,,US,"60610"
1255647,"2815 Jorie Blvd.",Oak Brook,IL,US,"60523"
1256239,"8725 W. Higgins",Chicago,,US,"60631"
1256456,"1819 S Michigan",Chicago,IL,US,"60616"
1256941,"3025 Highland Parkway",Downers Grove,,US,"60515"
1256944,"190 N. Wood Dale Rd.",Wood Dale,,US,"60191"
1257422,"1100 N Lake Shore Drive",Chicago,IL,US,"60611"
1257456,"255 E Illinois Rd",Lake Forest,IL,US,"60045"
1257753,"20 North Upper Wacker Drive",Chicago,IL,US,"60606"
1258620,"1000 W. Loyola Ave",Chicago,,US,"60626"
1259074,"1414 E 59th St.",Chicago,IL,US,"60637"
1259174,"1 N lasalle",Chicago,,US,"60606"
1260010,"3435 North Southport Avenue",Chicago,IL,US,"60657"
1260018,"1538 North Clybourn Avenue",Chicago,IL,US,"60610"
1260110,"2626 North Lakeview Avenue",Chicago,IL,US,"60614"
1260284,"1023 West Irving Park Road",Chicago,IL,US,"60613"
1260292,"111 N Canal Street",Chicago,IL,US,"60606"
1260907,"1530 North State Parkway",Chicago,,US,"60610"
1261559,"1546 N Bosworth Ave.",Chicago,IL,US,"60642"
1261605,"9700 S Cass Ave.",Lemont,IL,US,"60439"
1261875,"1424 North Dearborn Street",Chicago,IL,US,"60610"
1262066,"2011 York Road",Oak Brook,IL,US,"60523"
1262582,"1100 N LSD",Chicago,IL,US,"60611"
1263330,"2 Mid America, Suite 630",Oakbrook Terrace,IL,US,"60181"
1263802,"1130 N Lake Shore Dr.",Chicago,IL,US,"60611"
1263893,"2144 N. Lincoln Park West",Chicago,IL,US,"60614"
1264908,"112 S. Michigan Avenue",Chicago,,US,"60603"
1265306,"2650 Warrenville Rd.",Downers Grove,IL,US,"60515"
1265985,Harper College 1200 W. Algonquin Rd.,Palatine,,US,"60067"
1266041,"3700 Dundee Rd",Northbrook,IL,US,"60062"
1266050,"6655 N Ridge Blvd",Chicago,IL,US,"60626"
1266211,"2733 West Belden Avenue",Chicago,IL,US,"60647"
1266222,"400 East Randolph Street",Chicago,IL,US,"60601"
1266256,"919 N. Michigan Avenue",Chicago,IL,US,"60611"
